location,direction,RSSI1,RSSI2,RSSI3
B2,N,-56,-67,-77
B2,N,-56,-64,-83
B2,N,-56,-67,-76
B2,N,-56,-69,-77
B2,N,-66,-63,-84
B2,N,-56,-67,-77
B2,N,-56,-67,-77
B2,N,-66,-66,-78
B2,N,-66,-64,-83
B2,N,-66,-63,-83
B2,N,-66,-64,-81
B2,N,-57,-67,-78
B2,N,-66,-64,-78
B2,N,-66,-69,-77
B2,N,-56,-67,-78
B2,N,-54,-70,-78
B2,N,-57,-67,-83
B2,N,-56,-67,-78
B2,N,-66,-64,-83
B2,N,-67,-64,-78
B2,N,-56,-67,-78
B2,N,-67,-64,-83
B2,N,-56,-64,-78
B2,N,-56,-68,-78
B2,N,-67,-63,-83
B2,N,-56,-67,-82
B2,N,-57,-67,-78
B2,N,-66,-64,-83
B2,N,-56,-63,-83
B2,N,-66,-70,-78
B2,N,-66,-64,-81
B2,N,-56,-66,-78
B2,N,-56,-66,-78
B2,N,-55,-70,-82
B2,N,-56,-64,-82
B2,N,-55,-70,-78
B2,N,-67,-66,-77
B2,N,-56,-63,-77
B2,N,-57,-67,-78
B2,N,-56,-70,-77
B2,N,-56,-67,-77
B2,N,-56,-67,-78
B2,N,-56,-67,-78
B2,N,-56,-67,-78
B2,N,-56,-67,-78
B2,N,-66,-63,-78
B2,N,-57,-67,-77
B2,N,-55,-64,-90
B2,N,-66,-64,-82
B2,N,-56,-67,-79
B2,N,-56,-67,-78
B2,N,-56,-64,-82
B2,N,-57,-66,-78
B2,N,-56,-67,-78
B2,N,-56,-67,-78
B2,N,-56,-66,-77
B2,N,-67,-64,-84
B2,N,-56,-66,-78
B2,N,-56,-67,-78
B2,N,-66,-63,-83
B2,N,-57,-64,-78
B2,N,-57,-66,-77
B2,N,-67,-64,-78
B2,N,-67,-70,-89
B2,N,-57,-67,-78
B2,N,-67,-70,-83
B2,N,-56,-63,-77
B2,N,-57,-67,-85
B2,N,-67,-70,-77
B2,N,-67,-67,-78
B2,N,-56,-67,-78
B2,N,-56,-70,-81
B2,N,-56,-66,-77
B2,N,-66,-64,-83
B2,N,-56,-64,-83
B2,N,-56,-67,-78
B2,N,-66,-64,-80
B2,N,-67,-70,-78
B2,N,-55,-67,-83
B2,N,-55,-69,-78
B2,N,-67,-70,-83
B2,N,-56,-70,-78
B2,N,-67,-64,-77
B2,N,-67,-64,-83
B2,N,-57,-67,-77
B2,N,-57,-67,-78
B2,N,-67,-70,-77
B2,N,-66,-70,-83
B2,N,-55,-70,-82
B2,N,-66,-66,-78
B2,N,-55,-63,-83
B2,N,-55,-70,-83
B2,N,-66,-64,-83
B2,N,-57,-67,-77
B2,N,-54,-64,-83
B2,N,-66,-67,-83
B2,N,-56,-67,-77
B2,N,-56,-67,-77
B2,N,-56,-64,-77
B2,N,-56,-67,-77
B2,W,-67,-67,-83
B2,W,-66,-68,-81
B2,W,-78,-68,-84
B2,W,-66,-68,-83
B2,W,-67,-67,-83
B2,W,-78,-67,-81
B2,W,-67,-68,-80
B2,W,-80,-68,-81
B2,W,-65,-86,-81
B2,W,-65,-88,-82
B2,W,-67,-67,-82
B2,W,-66,-85,-80
B2,W,-67,-68,-83
B2,W,-67,-67,-82
B2,W,-66,-86,-81
B2,W,-67,-68,-81
B2,W,-66,-68,-83
B2,W,-66,-88,-81
B2,W,-67,-68,-82
B2,W,-78,-67,-82
B2,W,-66,-87,-81
B2,W,-67,-68,-82
B2,W,-67,-68,-82
B2,W,-66,-88,-83
B2,W,-66,-68,-83
B2,W,-67,-68,-81
B2,W,-66,-87,-81
B2,W,-67,-68,-83
B2,W,-67,-68,-82
B2,W,-78,-86,-81
B2,W,-67,-67,-83
B2,W,-67,-67,-81
B2,W,-66,-86,-82
B2,W,-68,-68,-81
B2,W,-66,-86,-81
B2,W,-66,-67,-83
B2,W,-67,-87,-81
B2,W,-67,-66,-81
B2,W,-66,-68,-83
B2,W,-67,-67,-83
B2,W,-66,-69,-82
B2,W,-66,-68,-84
B2,W,-66,-67,-83
B2,W,-67,-67,-81
B2,W,-66,-67,-85
B2,W,-67,-68,-85
B2,W,-65,-68,-80
B2,W,-66,-67,-84
B2,W,-67,-67,-81
B2,W,-65,-69,-81
B2,W,-67,-67,-83
B2,W,-78,-67,-84
B2,W,-65,-85,-81
B2,W,-67,-67,-80
B2,W,-80,-68,-81
B2,W,-67,-67,-80
B2,W,-66,-67,-82
B2,W,-67,-67,-83
B2,W,-65,-86,-82
B2,W,-67,-67,-84
B2,W,-68,-67,-83
B2,W,-67,-67,-81
B2,W,-67,-67,-83
B2,W,-78,-67,-83
B2,W,-66,-84,-81
B2,W,-67,-68,-81
B2,W,-66,-67,-82
B2,W,-67,-68,-79
B2,W,-66,-67,-80
B2,W,-67,-86,-80
B2,W,-78,-67,-82
B2,W,-67,-68,-84
B2,W,-66,-85,-81
B2,W,-66,-67,-81
B2,W,-66,-67,-83
B2,W,-67,-67,-83
B2,W,-66,-67,-81
B2,W,-67,-67,-83
B2,W,-67,-68,-82
B2,W,-67,-86,-82
B2,W,-66,-68,-83
B2,W,-79,-68,-81
B2,W,-67,-67,-81
B2,W,-66,-67,-82
B2,W,-66,-85,-80
B2,W,-66,-86,-81
B2,W,-66,-67,-82
B2,W,-82,-86,-82
B2,W,-66,-67,-81
B2,W,-66,-67,-82
B2,W,-80,-86,-82
B2,W,-66,-67,-82
B2,W,-66,-67,-82
B2,W,-79,-84,-82
B2,W,-67,-67,-81
B2,W,-67,-67,-82
B2,W,-67,-85,-82
B2,W,-67,-67,-83
B2,W,-67,-67,-82
B2,W,-67,-67,-81
B2,S,-53,-72,-78
B2,S,-55,-67,-77
B2,S,-52,-72,-78
B2,S,-53,-73,-77
B2,S,-56,-66,-77
B2,S,-53,-72,-76
B2,S,-52,-72,-77
B2,S,-56,-73,-78
B2,S,-55,-67,-78
B2,S,-53,-72,-77
B2,S,-55,-66,-78
B2,S,-53,-73,-78
B2,S,-54,-67,-75
B2,S,-55,-72,-78
B2,S,-54,-71,-78
B2,S,-54,-72,-79
B2,S,-57,-73,-79
B2,S,-56,-66,-76
B2,S,-54,-72,-78
B2,S,-56,-67,-77
B2,S,-52,-72,-77
B2,S,-54,-72,-77
B2,S,-56,-68,-76
B2,S,-54,-72,-78
B2,S,-53,-72,-77
B2,S,-54,-72,-75
B2,S,-53,-67,-78
B2,S,-56,-67,-81
B2,S,-53,-72,-78
B2,S,-54,-72,-77
B2,S,-57,-71,-75
B2,S,-56,-67,-79
B2,S,-53,-72,-78
B2,S,-56,-67,-79
B2,S,-53,-67,-79
B2,S,-57,-71,-75
B2,S,-56,-67,-80
B2,S,-56,-72,-78
B2,S,-57,-72,-76
B2,S,-55,-67,-79
B2,S,-54,-72,-78
B2,S,-54,-72,-77
B2,S,-56,-67,-77
B2,S,-54,-72,-77
B2,S,-54,-72,-78
B2,S,-56,-72,-77
B2,S,-53,-67,-75
B2,S,-57,-73,-78
B2,S,-56,-67,-78
B2,S,-57,-73,-78
B2,S,-54,-72,-78
B2,S,-56,-67,-78
B2,S,-53,-72,-77
B2,S,-54,-72,-77
B2,S,-56,-67,-78
B2,S,-53,-72,-78
B2,S,-56,-67,-76
B2,S,-53,-72,-78
B2,S,-53,-72,-77
B2,S,-56,-66,-80
B2,S,-56,-72,-78
B2,S,-56,-67,-78
B2,S,-53,-72,-78
B2,S,-56,-67,-79
B2,S,-54,-71,-78
B2,S,-57,-72,-77
B2,S,-54,-72,-79
B2,S,-54,-72,-78
B2,S,-54,-72,-77
B2,S,-56,-66,-77
B2,S,-53,-71,-77
B2,S,-53,-72,-77
B2,S,-56,-66,-78
B2,S,-52,-72,-77
B2,S,-56,-66,-80
B2,S,-55,-67,-78
B2,S,-53,-72,-78
B2,S,-56,-67,-79
B2,S,-57,-67,-78
B2,S,-53,-72,-76
B2,S,-56,-67,-80
B2,S,-54,-72,-77
B2,S,-54,-73,-77
B2,S,-57,-66,-78
B2,S,-56,-71,-77
B2,S,-53,-73,-77
B2,S,-56,-67,-80
B2,S,-52,-73,-77
B2,S,-56,-67,-79
B2,S,-55,-67,-79
B2,S,-54,-71,-77
B2,S,-54,-72,-79
B2,S,-56,-66,-78
B2,S,-53,-66,-79
B2,S,-57,-73,-77
B2,S,-56,-66,-79
B2,S,-58,-73,-77
B2,S,-54,-73,-77
B2,S,-54,-67,-77
B2,S,-54,-72,-78
B2,E,-62,-78,-77
B2,E,-62,-73,-89
B2,E,-58,-81,-78
B2,E,-63,-67,-75
B2,E,-57,-67,-89
B2,E,-57,-80,-77
B2,E,-63,-79,-78
B2,E,-57,-68,-91
B2,E,-63,-80,-78
B2,E,-63,-80,-89
B2,E,-57,-68,-78
B2,E,-63,-79,-78
B2,E,-63,-80,-78
B2,E,-57,-68,-78
B2,E,-63,-79,-78
B2,E,-63,-80,-77
B2,E,-58,-78,-77
B2,E,-63,-67,-78
B2,E,-57,-68,-87
B2,E,-61,-67,-75
B2,E,-63,-78,-78
B2,E,-57,-67,-75
B2,E,-57,-80,-89
B2,E,-63,-80,-88
B2,E,-63,-80,-77
B2,E,-58,-79,-78
B2,E,-63,-81,-77
B2,E,-63,-80,-77
B2,E,-63,-79,-77
B2,E,-63,-81,-77
B2,E,-60,-73,-75
B2,E,-56,-81,-77
B2,E,-63,-81,-78
B2,E,-63,-68,-89
B2,E,-57,-80,-75
B2,E,-63,-79,-77
B2,E,-57,-74,-76
B2,E,-57,-68,-91
B2,E,-63,-68,-75
B2,E,-57,-68,-88
B2,E,-63,-79,-78
B2,E,-63,-78,-77
B2,E,-58,-68,-88
B2,E,-63,-68,-77
B2,E,-62,-81,-75
B2,E,-57,-68,-77
B2,E,-63,-73,-77
B2,E,-61,-82,-75
B2,E,-57,-74,-75
B2,E,-63,-79,-77
B2,E,-63,-79,-77
B2,E,-57,-75,-90
B2,E,-63,-79,-77
B2,E,-63,-81,-77
B2,E,-62,-68,-77
B2,E,-63,-80,-77
B2,E,-63,-81,-76
B2,E,-61,-68,-87
B2,E,-64,-80,-77
B2,E,-63,-79,-76
B2,E,-61,-74,-77
B2,E,-64,-81,-78
B2,E,-63,-81,-77
B2,E,-63,-68,-77
B2,E,-64,-79,-77
B2,E,-64,-82,-76
B2,E,-57,-68,-77
B2,E,-63,-81,-76
B2,E,-63,-81,-76
B2,E,-60,-78,-77
B2,E,-63,-81,-78
B2,E,-63,-73,-75
B2,E,-63,-79,-88
B2,E,-63,-79,-77
B2,E,-61,-73,-74
B2,E,-57,-68,-89
B2,E,-63,-80,-77
B2,E,-57,-68,-88
B2,E,-63,-81,-88
B2,E,-63,-81,-77
B2,E,-63,-81,-77
B2,E,-57,-79,-76
B2,E,-63,-80,-77
B2,E,-57,-68,-77
B2,E,-62,-68,-87
B2,E,-63,-80,-77
B2,E,-57,-68,-88
B2,E,-57,-68,-77
B2,E,-63,-81,-77
B2,E,-61,-68,-76
B2,E,-63,-68,-89
B2,E,-63,-80,-77
B2,E,-57,-68,-87
B2,E,-57,-69,-76
B2,E,-60,-68,-77
B2,E,-57,-68,-75
B2,E,-62,-79,-90
B2,E,-63,-79,-77
B2,E,-57,-80,-86
B2,E,-62,-80,-77
R,N,-82,-77,-80
R,N,-80,-77,-64
R,N,-80,-72,-82
R,N,-83,-78,-65
R,N,-82,-77,-65
R,N,-80,-72,-81
R,N,-83,-78,-65
R,N,-83,-79,-65
R,N,-80,-77,-80
R,N,-83,-77,-64
R,N,-83,-77,-65
R,N,-82,-72,-66
R,N,-82,-78,-65
R,N,-80,-73,-80
R,N,-80,-78,-81
R,N,-83,-77,-64
R,N,-81,-72,-81
R,N,-80,-77,-65
R,N,-83,-78,-65
R,N,-81,-72,-80
R,N,-83,-77,-65
R,N,-80,-78,-64
R,N,-81,-72,-81
R,N,-81,-78,-64
R,N,-81,-77,-81
R,N,-83,-72,-81
R,N,-83,-72,-64
R,N,-83,-77,-64
R,N,-83,-77,-72
R,N,-83,-78,-65
R,N,-83,-78,-65
R,N,-81,-72,-81
R,N,-80,-77,-64
R,N,-83,-77,-65
R,N,-81,-73,-81
R,N,-83,-77,-65
R,N,-83,-77,-65
R,N,-83,-73,-81
R,N,-84,-78,-65
R,N,-83,-77,-65
R,N,-83,-73,-80
R,N,-83,-77,-64
R,N,-83,-77,-64
R,N,-81,-72,-80
R,N,-83,-77,-65
R,N,-82,-73,-71
R,N,-81,-77,-82
R,N,-81,-77,-65
R,N,-83,-77,-65
R,N,-81,-77,-80
R,N,-84,-77,-65
R,N,-82,-78,-65
R,N,-84,-78,-80
R,N,-83,-80,-64
R,N,-81,-72,-79
R,N,-84,-77,-64
R,N,-82,-77,-65
R,N,-81,-73,-81
R,N,-83,-77,-65
R,N,-84,-78,-65
R,N,-82,-81,-64
R,N,-84,-78,-64
R,N,-83,-80,-72
R,N,-83,-73,-65
R,N,-84,-77,-64
R,N,-83,-77,-64
R,N,-83,-73,-64
R,N,-83,-78,-64
R,N,-83,-78,-72
R,N,-83,-73,-79
R,N,-84,-73,-80
R,N,-82,-73,-81
R,N,-83,-73,-81
R,N,-83,-77,-65
R,N,-83,-78,-64
R,N,-82,-81,-64
R,N,-82,-78,-64
R,N,-83,-72,-80
R,N,-82,-72,-64
R,N,-83,-82,-73
R,N,-84,-73,-72
R,N,-84,-73,-64
R,N,-83,-77,-64
R,N,-83,-81,-73
R,N,-83,-73,-64
R,N,-83,-82,-65
R,N,-82,-73,-82
R,N,-83,-73,-81
R,N,-82,-77,-64
R,N,-82,-73,-81
R,N,-82,-72,-81
R,N,-82,-80,-64
R,N,-82,-73,-82
R,N,-83,-74,-64
R,N,-83,-77,-65
R,N,-79,-81,-73
R,N,-82,-77,-64
R,N,-82,-78,-64
R,N,-82,-78,-81
R,N,-83,-73,-65
R,W,-71,-78,-66
R,W,-70,-89,-74
R,W,-70,-89,-74
R,W,-71,-89,-74
R,W,-71,-91,-74
R,W,-83,-78,-76
R,W,-70,-78,-76
R,W,-70,-89,-74
R,W,-71,-78,-67
R,W,-70,-89,-74
R,W,-70,-90,-75
R,W,-71,-77,-66
R,W,-70,-78,-76
R,W,-82,-78,-74
R,W,-82,-90,-66
R,W,-71,-89,-73
R,W,-70,-90,-74
R,W,-72,-78,-66
R,W,-71,-91,-74
R,W,-70,-89,-74
R,W,-82,-78,-73
R,W,-72,-78,-74
R,W,-70,-90,-74
R,W,-72,-78,-66
R,W,-70,-89,-75
R,W,-72,-88,-66
R,W,-71,-78,-66
R,W,-70,-90,-74
R,W,-71,-78,-66
R,W,-71,-78,-68
R,W,-70,-90,-74
R,W,-71,-77,-67
R,W,-69,-78,-66
R,W,-69,-88,-74
R,W,-70,-89,-74
R,W,-70,-78,-73
R,W,-69,-89,-74
R,W,-72,-78,-66
R,W,-71,-89,-66
R,W,-70,-88,-74
R,W,-83,-90,-77
R,W,-72,-78,-66
R,W,-70,-88,-73
R,W,-82,-78,-77
R,W,-71,-79,-66
R,W,-70,-89,-74
R,W,-82,-88,-67
R,W,-70,-78,-74
R,W,-70,-89,-75
R,W,-71,-79,-66
R,W,-69,-90,-74
R,W,-70,-78,-74
R,W,-70,-78,-66
R,W,-81,-89,-73
R,W,-71,-88,-74
R,W,-71,-78,-66
R,W,-70,-89,-73
R,W,-72,-77,-66
R,W,-70,-77,-73
R,W,-70,-88,-74
R,W,-70,-89,-73
R,W,-70,-77,-77
R,W,-70,-88,-73
R,W,-70,-87,-73
R,W,-71,-79,-73
R,W,-70,-89,-73
R,W,-71,-78,-66
R,W,-70,-89,-66
R,W,-69,-88,-74
R,W,-72,-80,-66
R,W,-70,-88,-73
R,W,-70,-87,-73
R,W,-82,-77,-76
R,W,-71,-77,-66
R,W,-69,-86,-73
R,W,-70,-79,-76
R,W,-70,-87,-73
R,W,-70,-88,-77
R,W,-71,-79,-66
R,W,-71,-86,-73
R,W,-70,-89,-73
R,W,-71,-86,-67
R,W,-69,-88,-73
R,W,-70,-87,-73
R,W,-71,-78,-66
R,W,-69,-86,-73
R,W,-70,-86,-73
R,W,-71,-77,-66
R,W,-69,-88,-74
R,W,-70,-87,-74
R,W,-72,-78,-66
R,W,-70,-87,-74
R,W,-72,-78,-66
R,W,-72,-78,-67
R,W,-70,-88,-73
R,W,-70,-86,-74
R,W,-72,-87,-73
R,W,-69,-87,-73
R,W,-72,-79,-67
R,W,-84,-88,-66
R,S,-73,-93,-65
R,S,-70,-72,-75
R,S,-73,-93,-66
R,S,-72,-71,-74
R,S,-74,-72,-68
R,S,-73,-91,-66
R,S,-70,-71,-74
R,S,-70,-72,-73
R,S,-73,-72,-65
R,S,-73,-93,-66
R,S,-70,-71,-73
R,S,-70,-90,-74
R,S,-74,-78,-68
R,S,-70,-71,-73
R,S,-69,-92,-72
R,S,-70,-71,-73
R,S,-70,-71,-73
R,S,-73,-78,-73
R,S,-70,-72,-73
R,S,-70,-72,-73
R,S,-73,-72,-65
R,S,-70,-72,-73
R,S,-69,-71,-74
R,S,-70,-72,-73
R,S,-70,-72,-72
R,S,-69,-72,-73
R,S,-73,-90,-73
R,S,-74,-71,-73
R,S,-74,-90,-66
R,S,-74,-90,-65
R,S,-70,-71,-73
R,S,-74,-77,-68
R,S,-73,-88,-66
R,S,-74,-72,-68
R,S,-73,-91,-65
R,S,-70,-88,-65
R,S,-73,-72,-65
R,S,-74,-88,-65
R,S,-70,-72,-65
R,S,-70,-72,-72
R,S,-73,-89,-66
R,S,-70,-72,-73
R,S,-70,-72,-73
R,S,-73,-89,-66
R,S,-70,-72,-73
R,S,-70,-72,-72
R,S,-74,-89,-73
R,S,-70,-72,-73
R,S,-74,-89,-68
R,S,-73,-89,-65
R,S,-70,-88,-73
R,S,-74,-88,-67
R,S,-74,-72,-65
R,S,-70,-72,-72
R,S,-70,-72,-73
R,S,-74,-71,-66
R,S,-74,-72,-73
R,S,-70,-73,-72
R,S,-73,-89,-65
R,S,-70,-72,-73
R,S,-70,-71,-73
R,S,-73,-72,-68
R,S,-69,-72,-72
R,S,-69,-72,-73
R,S,-74,-89,-65
R,S,-70,-72,-73
R,S,-69,-72,-72
R,S,-69,-89,-65
R,S,-70,-72,-72
R,S,-70,-72,-73
R,S,-74,-87,-73
R,S,-69,-72,-72
R,S,-74,-88,-65
R,S,-69,-86,-72
R,S,-70,-72,-72
R,S,-73,-88,-65
R,S,-69,-77,-73
R,S,-70,-72,-72
R,S,-74,-86,-65
R,S,-69,-72,-72
R,S,-69,-72,-72
R,S,-74,-88,-66
R,S,-70,-72,-72
R,S,-69,-72,-73
R,S,-74,-72,-66
R,S,-74,-72,-73
R,S,-70,-72,-72
R,S,-74,-72,-65
R,S,-70,-72,-72
R,S,-70,-72,-72
R,S,-69,-76,-72
R,S,-70,-71,-72
R,S,-70,-72,-68
R,S,-74,-87,-68
R,S,-70,-73,-72
R,S,-70,-72,-73
R,S,-75,-88,-65
R,S,-69,-72,-72
R,S,-69,-72,-72
R,S,-73,-72,-72
R,E,-80,-84,-70
R,E,-75,-85,-68
R,E,-75,-83,-70
R,E,-81,-84,-68
R,E,-75,-82,-72
R,E,-76,-83,-70
R,E,-81,-85,-68
R,E,-75,-83,-71
R,E,-76,-83,-71
R,E,-80,-84,-71
R,E,-76,-84,-71
R,E,-76,-84,-71
R,E,-76,-84,-68
R,E,-75,-84,-71
R,E,-76,-83,-70
R,E,-83,-82,-68
R,E,-75,-84,-71
R,E,-78,-84,-76
R,E,-81,-84,-68
R,E,-75,-82,-71
R,E,-80,-84,-68
R,E,-81,-85,-68
R,E,-76,-83,-70
R,E,-82,-83,-78
R,E,-81,-83,-68
R,E,-75,-83,-71
R,E,-76,-83,-71
R,E,-81,-84,-68
R,E,-76,-83,-71
R,E,-81,-82,-68
R,E,-83,-83,-77
R,E,-76,-83,-71
R,E,-82,-84,-75
R,E,-76,-84,-71
R,E,-76,-83,-71
R,E,-82,-83,-68
R,E,-76,-83,-71
R,E,-75,-83,-71
R,E,-80,-82,-68
R,E,-76,-82,-71
R,E,-76,-83,-71
R,E,-81,-83,-69
R,E,-76,-83,-70
R,E,-76,-82,-71
R,E,-81,-83,-69
R,E,-76,-83,-71
R,E,-76,-83,-77
R,E,-81,-82,-68
R,E,-76,-84,-71
R,E,-81,-83,-68
R,E,-79,-83,-69
R,E,-80,-83,-68
R,E,-77,-83,-71
R,E,-81,-82,-68
R,E,-77,-83,-71
R,E,-81,-83,-69
R,E,-81,-84,-76
R,E,-81,-84,-71
R,E,-76,-82,-71
R,E,-81,-82,-68
R,E,-76,-83,-71
R,E,-82,-82,-77
R,E,-83,-83,-71
R,E,-77,-84,-71
R,E,-81,-83,-68
R,E,-76,-82,-75
R,E,-77,-83,-68
R,E,-81,-82,-69
R,E,-76,-82,-71
R,E,-76,-82,-71
R,E,-82,-82,-69
R,E,-81,-83,-71
R,E,-76,-83,-71
R,E,-81,-82,-68
R,E,-76,-83,-71
R,E,-83,-83,-75
R,E,-81,-83,-69
R,E,-76,-82,-71
R,E,-76,-83,-72
R,E,-76,-82,-68
R,E,-77,-83,-72
R,E,-76,-83,-71
R,E,-81,-84,-69
R,E,-76,-84,-71
R,E,-75,-82,-71
R,E,-81,-82,-71
R,E,-76,-83,-71
R,E,-76,-83,-72
R,E,-81,-82,-68
R,E,-76,-82,-72
R,E,-81,-82,-69
R,E,-81,-83,-69
R,E,-76,-83,-71
R,E,-76,-83,-71
R,E,-81,-83,-69
R,E,-81,-83,-71
R,E,-80,-82,-68
R,E,-76,-82,-71
R,E,-81,-82,-72
R,E,-80,-83,-69
B1,N,-82,-73,-66
B1,N,-82,-72,-64
B1,N,-83,-72,-65
B1,N,-83,-87,-66
B1,N,-81,-72,-65
B1,N,-82,-73,-70
B1,N,-83,-89,-66
B1,N,-83,-72,-64
B1,N,-81,-72,-70
B1,N,-82,-89,-66
B1,N,-83,-88,-70
B1,N,-83,-72,-65
B1,N,-83,-87,-65
B1,N,-83,-72,-65
B1,N,-84,-71,-64
B1,N,-82,-72,-65
B1,N,-84,-72,-64
B1,N,-83,-87,-67
B1,N,-84,-88,-66
B1,N,-84,-72,-68
B1,N,-83,-89,-67
B1,N,-81,-74,-67
B1,N,-84,-72,-64
B1,N,-84,-88,-67
B1,N,-81,-72,-65
B1,N,-84,-72,-64
B1,N,-82,-88,-67
B1,N,-84,-89,-66
B1,N,-85,-72,-65
B1,N,-84,-89,-66
B1,N,-85,-72,-65
B1,N,-85,-72,-65
B1,N,-84,-75,-67
B1,N,-85,-89,-65
B1,N,-83,-89,-70
B1,N,-82,-90,-67
B1,N,-85,-71,-65
B1,N,-85,-72,-65
B1,N,-84,-90,-72
B1,N,-85,-72,-65
B1,N,-85,-71,-65
B1,N,-85,-72,-67
B1,N,-85,-71,-65
B1,N,-85,-72,-65
B1,N,-85,-73,-65
B1,N,-84,-74,-64
B1,N,-85,-72,-65
B1,N,-84,-72,-67
B1,N,-85,-71,-65
B1,N,-84,-71,-68
B1,N,-83,-72,-68
B1,N,-85,-72,-67
B1,N,-83,-89,-68
B1,N,-84,-72,-71
B1,N,-82,-71,-65
B1,N,-84,-90,-67
B1,N,-85,-72,-66
B1,N,-86,-71,-65
B1,N,-84,-72,-67
B1,N,-83,-71,-65
B1,N,-84,-72,-65
B1,N,-87,-90,-68
B1,N,-84,-73,-72
B1,N,-85,-71,-66
B1,N,-84,-92,-73
B1,N,-85,-71,-66
B1,N,-86,-90,-68
B1,N,-84,-71,-72
B1,N,-84,-92,-68
B1,N,-86,-71,-65
B1,N,-84,-89,-66
B1,N,-86,-71,-66
B1,N,-87,-72,-66
B1,N,-84,-92,-68
B1,N,-86,-71,-66
B1,N,-86,-71,-66
B1,N,-84,-75,-68
B1,N,-85,-71,-66
B1,N,-86,-71,-65
B1,N,-87,-71,-68
B1,N,-86,-71,-67
B1,N,-87,-71,-66
B1,N,-84,-91,-69
B1,N,-87,-71,-66
B1,N,-87,-72,-66
B1,N,-85,-93,-67
B1,N,-85,-71,-67
B1,N,-86,-71,-66
B1,N,-86,-71,-67
B1,N,-87,-71,-66
B1,N,-84,-92,-69
B1,N,-85,-71,-66
B1,N,-83,-71,-67
B1,N,-84,-92,-69
B1,N,-86,-71,-67
B1,N,-87,-70,-66
B1,N,-86,-91,-68
B1,N,-84,-71,-72
B1,N,-87,-72,-66
B1,N,-83,-71,-68
B1,W,-84,-69,-65
B1,W,-83,-72,-65
B1,W,-83,-71,-65
B1,W,-85,-69,-67
B1,W,-82,-72,-65
B1,W,-84,-73,-65
B1,W,-84,-69,-66
B1,W,-83,-72,-66
B1,W,-85,-69,-65
B1,W,-84,-74,-66
B1,W,-84,-73,-65
B1,W,-84,-69,-64
B1,W,-84,-73,-64
B1,W,-83,-72,-65
